status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
81221197163_10155799385492164,✌️👌,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155799385372164/?type=3,https://www.facebook.com/Cristiano/posts/10155799385492164,2017-09-18 12:28:06,1600375,35405,23977,1415093,144608,34346,5106,491,731
81221197163_10155790623157164,"Do you want to win a bundle of products from Cristiano Ronaldo Fragrances ? Show me your best trick, publish it with #CR7Challenge and don't forget, challenge 7 friends! 😉
I'm nominating Nico Rosberg Niall Horan Rory McIlroy TheNotoriousMMA @miguelpaixao07 @chrismd10 @realcalfreezy ! My fragrance, your game ⚽️ 👍",,video,https://www.facebook.com/Cristiano/videos/10155790623157164/,https://www.facebook.com/Cristiano/videos/10155790623157164/,2017-09-15 12:30:00,200321,3770,4437,178709,19362,1636,518,36,60
81221197163_10155789441542164,Bom dia✌️,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155789441497164/?type=3,https://www.facebook.com/Cristiano/posts/10155789441542164,2017-09-15 03:16:52,1099385,21948,7889,1007008,81721,6699,3277,183,497
81221197163_10155787224367164,✌️,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155787224237164/?type=3,https://www.facebook.com/Cristiano/posts/10155787224367164,2017-09-14 08:26:03,782212,9973,8918,704281,71957,3800,1684,107,383
81221197163_10155786776717164,Yes 👌👌👌,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155786776442164/?type=3,https://www.facebook.com/Cristiano/posts/10155786776717164,2017-09-14 05:11:53,629238,8742,4785,569995,53494,3534,1884,88,243
81221197163_10155782295072164,Number 👆 in FIFA 18 🙌,,photo,https://www.facebook.com/Cristiano/photos/a.407367867163.178908.81221197163/10155782293442164/?type=3,https://www.facebook.com/Cristiano/posts/10155782295072164,2017-09-12 14:00:00,775023,9257,11245,692237,71595,7173,3279,158,580
81221197163_10155781437092164,👌👌👌,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155781436352164/?type=3,https://www.facebook.com/Cristiano/posts/10155781437092164,2017-09-12 06:22:44,1242646,21561,8344,1138801,90244,8416,4144,297,744
81221197163_10155778786177164,Eyes 👀 are the mirror of the soul 👌👌👌,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155778786087164/?type=3,https://www.facebook.com/Cristiano/posts/10155778786177164,2017-09-11 06:40:56,584871,7809,4409,523551,53308,6439,1305,121,147
81221197163_10155775551517164,Happy Sunday 👌👖👔,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155775551422164/?type=3,https://www.facebook.com/Cristiano/posts/10155775551517164,2017-09-10 06:23:12,1158956,19860,7200,1066917,82342,6330,2693,240,434
81221197163_10155770581792164,#LiveLifeFit CR7 Crunch Fitness  💯💪 #Fitness #Madrid,,photo,https://www.facebook.com/Cristiano/photos/a.407367867163.178908.81221197163/10155770581147164/?type=3,https://www.facebook.com/Cristiano/posts/10155770581792164,2017-09-08 13:30:00,372686,3984,2595,337640,31661,2701,529,59,96
81221197163_10155770589762164,Momentos 👌👌👌,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155770589667164/?type=3,https://www.facebook.com/Cristiano/posts/10155770589762164,2017-09-08 11:17:04,602493,7091,5168,549087,48764,3074,1261,85,222
81221197163_10155768359897164,"Having fun tonight at the global launch of my first casual fragrance, CR7! 👌🏻⚽ #cr7fragrance #myfragranceyourgame",Photos from Cristiano Ronaldo's post,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155768352822164/?type=3,https://www.facebook.com/Cristiano/posts/10155768359897164,2017-09-07 15:31:17,518054,5372,5172,474079,39899,2920,923,67,166
81221197163_10155765314037164,Nothing better than workout with this view 🙏🏼😁 @PestanaCR7 #MadeiraIsland #Funchal,,photo,https://www.facebook.com/Cristiano/photos/a.407367867163.178908.81221197163/10155765311382164/?type=3,https://www.facebook.com/Cristiano/posts/10155765314037164,2017-09-06 13:42:01,177976,2243,614,163867,12184,1573,255,52,45
81221197163_10155762367632164,"Sometimes offence needs world class defence… 
I am excited to share with you that I have teamed up with @PanzerGlass, who has created cool and unique mobile screen protection for me 👌 
See more at www.panzerglass.com/cristianoronaldo",,photo,https://www.facebook.com/Cristiano/photos/a.407367867163.178908.81221197163/10155762366252164/?type=3,https://www.facebook.com/Cristiano/posts/10155762367632164,2017-09-05 12:30:00,213586,2378,1083,197045,15257,972,222,27,62
81221197163_10155761356402164,Vestido com a minha linha de camisas e calças 👌👌👌🇵🇹,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155761356127164/?type=3,https://www.facebook.com/Cristiano/posts/10155761356402164,2017-09-05 05:17:59,1135422,17868,9048,1038055,85981,8140,2640,187,418
81221197163_10155756764277164,Very important victory!💪⚽️,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155756764177164/?type=3,https://www.facebook.com/Cristiano/posts/10155756764277164,2017-09-03 16:36:39,751008,8425,5378,692959,53891,2728,1065,113,252
81221197163_10155749730307164,🇵🇹,,photo,https://www.facebook.com/Cristiano/photos/a.10151985306187164.1073741843.81221197163/10155749730127164/?type=3,https://www.facebook.com/Cristiano/posts/10155749730307164,2017-09-01 08:39:50,667046,6525,4223,612304,51373,2276,857,58,178
